HotelBrandID,HotelBrandName
5273,Miorelli Hotels
5274,Fabian Scherlin
5275,The Ashbee Hotel
5276,GuestReady
5277,Al Rayyan Group
5278,Ana Lodges
5279,Lisbon Downtown Lovers
5280,Cabau Hotels 
5281,Portugal Portfolio
5282,HNH
5283,Oasis Atlantico Hotels&Resorts
5284,Aber
5285,Braira
5286,Red Coach
5287,Cubos Homes
5288,Desenzano Loft
5289,beautiful holiday homes in Galicia
5290,Serviden
5291,Orroland
5292,Espresso Apartments
5295,Bright Escapes
5296,BeeRent
5297,Indpt-Thegatecollection
5298,Kingscliff
5299,Adriagate
5300,Olympia Grupo
5301,Home Select
5302,Avenida Apartments
5303,SDB Apartments
5304,Love Hotels
5305,Carris Hoteles
5306,AP Hotels & Resorts
5307,HomeHolidaysRentals
5308,Cheerfulway Hotels & Resorts
5309,Del Parque Flats
5310,Agua Hotels
5311,Dyar Group
5312,Travel to Ivory Coast IA
5313,Flateli
5314,Click & Flat
5315,City Home
5316,Viva Rental
5317,TFS Rental Guide
5318,Fidalsa
5319,YelloMotels
5320,CN Golden Eagle
5321,Intur Hoteles
5322,Lu&Cia
5323,Discovery Hotel Management
5324,Shiadu Group
5325,Viajes Magon
5326,Protucana
5327,CN Seclusive
5328,Select Hotels
5329,Garbi Hotels
5330,Beyond A Room
5331,My choice
5332,Pergola Hotels
5333,Costa San Juan
5334,Lou'Services Immo
5335,Hipark by Adagio
5336,Prime Apartments
5337,Eviivo IA
5338,GMMDBA T&L
5339,Thomas Cook
5340,H�tels Romain Rio
5341,Swadeshi
5342,Gelli Group
5343,Spicers Retreats
5344,Turisma 
5345,Somriu Hotels
5346,Sport Hoteles
5347,Premier Hotels
5348,RiminiHotels
5349,Wuau Hotels
5350,Faro Hostel
5351,Mantis Collection
5352,Homely Apartments
5353,Elders Real Estate
5354,HelloGuest
5355,WanderJaunt
5356,Marugal
5357,LV Premier Apartments
5358,AlterHome
5359,Icon
5360,HYPM Services
5361,Hookless Holiday Homes
5362,Affordable Large Properties
5363,Friends Hotels
5364,Serhs
5365,Comfitel Group
5366,LPMSM
5367,VIP Hotels Marche
5368,Kampaoh
5369,Tugasa
5370,City Relay
5371,Golden Nugget
5372,Durlet Apartments
5373,Easysleep Barcelona
5374,Dailyflats
5375,Mayerling Apartment
5376,Lugaris
5377,Fincaminium Apartments
5378,Gruppo Borgo Verde
5379,Hostemplo
5380,HUB
5381,FlatSweetHome
5382,Eurasia Hotels
5383,Ginza Project
5384,Rental4all
5385,Allegro Hotels
5386,Renzo Rombol�
5387,Urban Stay
5388,HostMaker
5389,FBM Holidays
5390,Bookings For You
5391,Sweet Home Vacation
5392,LoveSud
5393,Sinbad
5394,Golden Chain
5395,Robinsons Brewery Hotels
5396,Rinaldi Hotels
5397,City Pads London Ltd
5398,Brava Hotels
5399,The London Agent
5400,Steading Holidays
5401,Rotas Hotels
5402,M&C
5403,Como en casa apartamentos tur�sticos
5404,Gallery Hoteles
5405,Gifsa Holidays
5406,Details Hotels & Resorts
5407,MGM Muthu Hotels
5408,Silvano Apartments
5409,Stay Beyond
5410,The Leading Hotels of the World
5411,Coral Beach Resorts
5412,Tribeus Group
5413,WoodSpring Suites Signature
5414,Bluewater Apartments
5415,CaprichoAppartments
5416,Sky Sea Holidays
5417,Z O Properties
5418,Prainha
5419,iTrips
5420,Travel Horizont
5421,Globalsitges
5422,ARAVIS Holidays
5423,Alloggio Hotels
5424,W14 Group
5425,Condo World
5426,indpt-famille Leclerc
5427,Room to Rent
5428,HotelsT
5429,NAU Hotels & Resorts
5430,Vidamar
5431,Daish's Holidays
5432,Radisson Collection
5433,Semper
5434,Ubuhle Tours
5435,Home to Africa
5436,ACE Digital Avenue
5437,Direct Pay Online
5438,KJ Cash Point
5439,Connections IA
5440,Old Flat Properties
5441,TGN Viles de Luxe
5442,Apartments Bermeja
5443,WVR - Cottages.com
5444,WVR - Hoseasons
5445,Coastlands Hotels & Resorts
5446,Leeu Collection
5447,A Space in the City
5448,Home Chic Home
5449,Ashanti
5450,Be Alicante
5452,Luxury London Pads
5453,The Dream Lodge Group
5454,River Hotel
5455,Innapartments
5456,Suiteres
5457,Ribera Apartments
5458,Chessman Properties
5459,Plum Holidays
5460,Still Life Global
5461,Portugal Ferias
5462,De Chatillion Collection
5463,AfriCamps
5464,Collection McGrath
5465,Kenko Hotels
5466,AMEX
5467,Excel Apartments
5468,Nouvelles Frontiere Senegal IA
5469,Sahara Tours IA
5470,Acme Hotels & STN Apartments
5471,Lisbon Holidays Alfama
5472,Stay at Mine
5473,Moon and railway
5474,Bernard MAGREZ
5475,Ermia Hotels & Resorts
5476,Kings Cross Hotels Group
5477,Rent CB
5478,Vis Hotels
5479,The Zentral Apartments
5480,Lisbon Fragrances
5481,Dar Ajwa
5482,Nemea City
5483,City Holidays Limited
5484,Premium
5485,Enotel
5486,DORISOL
5487,Azoris
5488,Apartments Alfama
5854,StayInBest
6151,Our Madeira
6152,Bajamar
6153,Casas Rurales Tio Mora
6154,Calatrava Holiday Rent
6155,Alojamientos Pura
6156,Beach House Valencia
6157,Apartamentos Mediterrania
6158,Labaniego Rural
6159,Oporto city center apartments
6160,Porto Downtown
6161,Lux Bolhao apartments
6162,Jema-Holidays
6163,Casas Maresia
6164,Laz Apartments
6165,HS Houses
6166,Light Breeze Apartments
6167,Os Dragoeiros
6168,Shepinetree
6169,VINTAGE SANTANDER
6170,Carrera Luxury
6171,Porto 365
6172,The Kingsley Connection
6173,Andrin La Torre
6174,MCR Apartments
6175,We Accommodate
6176,Roomerang
6177,Freycinet Holiday Houses
6178,Experience Augusta
6179,The Boutique Collection
6180,Armador
6181,Pensi�n y Viviendas Uso Tur�stico Atl�ntico
6182,KOA Escuela de Surf
6183,CR
6184,Ria de Lires Ecoturismo
6185,Plentitude Villas
6186,Gestio Rural
6187,Bocanegra
6188,Isla del Zujar Holiday Rent
6189,Serena Holiday Rent
6190,Hijos de Gaya
6191,Vienna Residence
6192,Gruppo Nicola Rex
6193,Gruppo Springhouse-Gabbani
6194,Gruppo Piperno
6195,Gruppo de Ierolamo
6196, Ottocento Group
6197,Yes Hotel Group
6198,Ciro Balzano
6199,Rhea Silvia Luxury Rooms
6200,Country Resort Ragusa 
6201,Caportigia Boutique
6202,Gruppo Heberart
6203,Siesta Key Luxury
6204,Enjoy Granada
6205,Dietschi & Coll Apartments
6206,296 Heritage Apartments
6207,Penthouse Vilas Sol II
6208,Porto Happy Flats
6209,D'Autor Apartments
6210,Apartment Sophia Apartments
6211,Foz House
6212,Villas Gina
6213,Velamarina 2 Apartments
6214,Design Apartments Porto Downtown
6215,Casas de Pedra
6216,P�tio da Caetana Villas
6217,Villas Menurka
6218,Best House Center Apartments
6219,Casas da Villa
6220,Casa do � Apartments
6221,Vista Azul apartments
6222,Agro-turismo Quinta da Fonte Apartments
6223,Moinho do Maradona Apartments
6224,Casa Agrela Apartments
6225, S�o Miguel 50 Apartments
6226,Apartamento Concordia Apartments
6227,Downtown Porto Spot Apartments
6228,Livingporto Apartments
6229,Porto Centrum Apartments
6230,Villas da longra
6231,Casa Madeira Apartments
6232,Oceanside Terrace Apartment Apartments
6233,Alegria Apartment Porto Downtown Apartments
6234,CaldaStudio Apartment Apartments
6235,Casa Azul Apartments
6236,Villas in Lagoa de Obidos
6237,Casas de Riba'D�o
6238,TORRE APARTMENT Apartments
6239,Casa Montoit8 Apartments
6240,Casas da Lola I
6241,Peniche holiday houses Apartments
6242,Holiday Villa Vacations
6243,WALLIS VILLA Apartments
6244,Casa do Mar -Sea House Apartments
6245,Sam House Apartments
6246,Lucas Apartments
6247,Oporto Galiza Apartments
6248,SOS Andorra
6249,TRT Consultores CETAM
6250,White Shores Realty
6251,Apartamentos Galizano
6252,Hotel Inn Design
6253,Casas Rurales Xuan
6254,Apartamentos Logic Helior
6255,Casas da zona Velha
6257,Casas dos Grilos
6258,Casas Las Tinajas de Naya
